State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Montana,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,7813,28.4,
Montana,2020,202009,Mental health disorder,Outpatient,48201,174.9,
Montana,2020,202009,Substance use disorder,Outpatient,3646,13.2,
Montana,2020,202009,Mental health disorder,Telehealth,13792,50.1,
Montana,2020,202009,Substance use disorder,Telehealth,4815,17.5,
Montana,2020,202010,Mental health disorder,Emergency department,1799,6.5,
Montana,2020,202010,Substance use disorder,Emergency department,3021,10.9,
Montana,2020,202010,Mental health disorder,Inpatient,549,2.0,
Montana,2020,202010,Substance use disorder,Inpatient,665,2.4,
Montana,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,2596,9.3,
Montana,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,7231,26.0,
Montana,2020,202010,Mental health disorder,Outpatient,45251,162.7,
Montana,2020,202010,Substance use disorder,Outpatient,3489,12.5,
Montana,2020,202010,Mental health disorder,Telehealth,15816,56.9,
Montana,2020,202010,Substance use disorder,Telehealth,5621,20.2,
Montana,2020,202011,Mental health disorder,Emergency department,1723,6.1,
Montana,2020,202011,Substance use disorder,Emergency department,2909,10.3,
Montana,2020,202011,Mental health disorder,Inpatient,490,1.7,
Montana,2020,202011,Substance use disorder,Inpatient,576,2.0,
Montana,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,2222,7.9,
Montana,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,6621,23.4,
Montana,2020,202011,Mental health disorder,Outpatient,40815,144.5,
Montana,2020,202011,Substance use disorder,Outpatient,3218,11.4,
Montana,2020,202011,Mental health disorder,Telehealth,15976,56.6,
Montana,2020,202011,Substance use disorder,Telehealth,5601,19.8,
Montana,2020,202012,Mental health disorder,Emergency department,1689,5.9,
Montana,2020,202012,Substance use disorder,Emergency department,2890,10.0,
Montana,2020,202012,Mental health disorder,Inpatient,444,1.5,
Montana,2020,202012,Substance use disorder,Inpatient,524,1.8,
Montana,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,2282,7.9,
Montana,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,6468,22.5,
Montana,2020,202012,Mental health disorder,Outpatient,43641,151.7,
Montana,2020,202012,Substance use disorder,Outpatient,3535,12.3,
Montana,2020,202012,Mental health disorder,Telehealth,17048,59.2,
Montana,2020,202012,Substance use disorder,Telehealth,6412,22.3,
Nebraska,2018,201801,Mental health disorder,Emergency department,1516,5.9,
Nebraska,2018,201801,Substance use disorder,Emergency department,887,3.5,
Nebraska,2018,201801,Mental health disorder,Inpatient,84,0.3,
Nebraska,2018,201801,Substance use disorder,Inpatient,58,0.2,
Nebraska,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,655,2.6,
Nebraska,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,890,3.5,
Nebraska,2018,201801,Mental health disorder,Outpatient,52510,204.9,
Nebraska,2018,201801,Substance use disorder,Outpatient,1124,4.4,
Nebraska,2018,201801,Mental health disorder,Telehealth,207,0.8,
Nebraska,2018,201801,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201802,Mental health disorder,Emergency department,1355,5.3,
Nebraska,2018,201802,Substance use disorder,Emergency department,823,3.2,
Nebraska,2018,201802,Mental health disorder,Inpatient,393,1.5,
Nebraska,2018,201802,Substance use disorder,Inpatient,268,1.0,
Nebraska,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,682,2.7,
Nebraska,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,889,3.5,
Nebraska,2018,201802,Mental health disorder,Outpatient,48068,187.3,
Nebraska,2018,201802,Substance use disorder,Outpatient,1204,4.7,
Nebraska,2018,201802,Mental health disorder,Telehealth,200,0.8,
Nebraska,2018,201802,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201803,Mental health disorder,Emergency department,1433,5.6,
Nebraska,2018,201803,Substance use disorder,Emergency department,854,3.3,
Nebraska,2018,201803,Mental health disorder,Inpatient,565,2.2,
Nebraska,2018,201803,Substance use disorder,Inpatient,351,1.4,
Nebraska,2018,201803,Mental health disorder,Intensive outpatient/Partial hospitalization,633,2.5,
Nebraska,2018,201803,Substance use disorder,Intensive outpatient/Partial hospitalization,1035,4.0,
Nebraska,2018,201803,Mental health disorder,Outpatient,54465,211.9,
Nebraska,2018,201803,Substance use disorder,Outpatient,1306,5.1,
Nebraska,2018,201803,Mental health disorder,Telehealth,178,0.7,
Nebraska,2018,201803,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201804,Mental health disorder,Emergency department,1438,5.6,
Nebraska,2018,201804,Substance use disorder,Emergency department,823,3.2,
Nebraska,2018,201804,Mental health disorder,Inpatient,736,2.9,
Nebraska,2018,201804,Substance use disorder,Inpatient,418,1.6,
Nebraska,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,615,2.4,
Nebraska,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,1011,3.9,
Nebraska,2018,201804,Mental health disorder,Outpatient,54480,212.4,
Nebraska,2018,201804,Substance use disorder,Outpatient,1327,5.2,
Nebraska,2018,201804,Mental health disorder,Telehealth,168,0.7,
Nebraska,2018,201804,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201805,Mental health disorder,Emergency department,1550,6.0,
Nebraska,2018,201805,Substance use disorder,Emergency department,933,3.6,
Nebraska,2018,201805,Mental health disorder,Inpatient,627,2.4,
Nebraska,2018,201805,Substance use disorder,Inpatient,301,1.2,
Nebraska,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,591,2.3,
Nebraska,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,1047,4.1,
Nebraska,2018,201805,Mental health disorder,Outpatient,55440,216.4,
Nebraska,2018,201805,Substance use disorder,Outpatient,1358,5.3,
Nebraska,2018,201805,Mental health disorder,Telehealth,179,0.7,
Nebraska,2018,201805,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201806,Mental health disorder,Emergency department,1364,5.3,
Nebraska,2018,201806,Substance use disorder,Emergency department,875,3.4,
Nebraska,2018,201806,Mental health disorder,Inpatient,646,2.5,
Nebraska,2018,201806,Substance use disorder,Inpatient,355,1.4,
Nebraska,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,494,1.9,
Nebraska,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,933,3.7,
Nebraska,2018,201806,Mental health disorder,Outpatient,48297,189.1,
Nebraska,2018,201806,Substance use disorder,Outpatient,1212,4.7,
Nebraska,2018,201806,Mental health disorder,Telehealth,122,0.5,
Nebraska,2018,201806,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201807,Mental health disorder,Emergency department,1444,5.7,
Nebraska,2018,201807,Substance use disorder,Emergency department,978,3.8,
Nebraska,2018,201807,Mental health disorder,Inpatient,573,2.2,
Nebraska,2018,201807,Substance use disorder,Inpatient,346,1.4,
Nebraska,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,582,2.3,
Nebraska,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,1109,4.4,
Nebraska,2018,201807,Mental health disorder,Outpatient,46681,183.2,
Nebraska,2018,201807,Substance use disorder,Outpatient,1111,4.4,
Nebraska,2018,201807,Mental health disorder,Telehealth,140,0.5,
Nebraska,2018,201807,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201808,Mental health disorder,Emergency department,1482,5.8,
Nebraska,2018,201808,Substance use disorder,Emergency department,898,3.5,
Nebraska,2018,201808,Mental health disorder,Inpatient,933,3.7,
Nebraska,2018,201808,Substance use disorder,Inpatient,542,2.1,
Nebraska,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,771,3.0,
Nebraska,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,1228,4.8,
Nebraska,2018,201808,Mental health disorder,Outpatient,52228,204.5,
Nebraska,2018,201808,Substance use disorder,Outpatient,1264,5.0,
Nebraska,2018,201808,Mental health disorder,Telehealth,170,0.7,
Nebraska,2018,201808,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201809,Mental health disorder,Emergency department,1605,6.3,
Nebraska,2018,201809,Substance use disorder,Emergency department,890,3.5,
Nebraska,2018,201809,Mental health disorder,Inpatient,670,2.6,
Nebraska,2018,201809,Substance use disorder,Inpatient,394,1.5,
Nebraska,2018,201809,Mental health disorder,Intensive outpatient/Partial hospitalization,723,2.8,
Nebraska,2018,201809,Substance use disorder,Intensive outpatient/Partial hospitalization,995,3.9,
Nebraska,2018,201809,Mental health disorder,Outpatient,46021,180.9,
Nebraska,2018,201809,Substance use disorder,Outpatient,1147,4.5,
Nebraska,2018,201809,Mental health disorder,Telehealth,153,0.6,
Nebraska,2018,201809,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201810,Mental health disorder,Emergency department,1588,6.3,
Nebraska,2018,201810,Substance use disorder,Emergency department,930,3.7,
Nebraska,2018,201810,Mental health disorder,Inpatient,857,3.4,
Nebraska,2018,201810,Substance use disorder,Inpatient,523,2.1,
Nebraska,2018,201810,Mental health disorder,Intensive outpatient/Partial hospitalization,826,3.3,
Nebraska,2018,201810,Substance use disorder,Intensive outpatient/Partial hospitalization,1078,4.2,
Nebraska,2018,201810,Mental health disorder,Outpatient,54526,214.6,
Nebraska,2018,201810,Substance use disorder,Outpatient,1296,5.1,
Nebraska,2018,201810,Mental health disorder,Telehealth,200,0.8,
Nebraska,2018,201810,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201811,Mental health disorder,Emergency department,1342,5.3,
Nebraska,2018,201811,Substance use disorder,Emergency department,864,3.4,
Nebraska,2018,201811,Mental health disorder,Inpatient,703,2.8,
Nebraska,2018,201811,Substance use disorder,Inpatient,370,1.5,
Nebraska,2018,201811,Mental health disorder,Intensive outpatient/Partial hospitalization,608,2.4,
Nebraska,2018,201811,Substance use disorder,Intensive outpatient/Partial hospitalization,986,3.9,
Nebraska,2018,201811,Mental health disorder,Outpatient,49418,194.6,
Nebraska,2018,201811,Substance use disorder,Outpatient,1058,4.2,
Nebraska,2018,201811,Mental health disorder,Telehealth,136,0.5,
Nebraska,2018,201811,Substance use disorder,Telehealth,DS,DS,
Nebraska,2018,201812,Mental health disorder,Emergency department,1324,5.2,
Nebraska,2018,201812,Substance use disorder,Emergency department,877,3.5,
Nebraska,2018,201812,Mental health disorder,Inpatient,670,2.6,
Nebraska,2018,201812,Substance use disorder,Inpatient,361,1.4,
Nebraska,2018,201812,Mental health disorder,Intensive outpatient/Partial hospitalization,529,2.1,
Nebraska,2018,201812,Substance use disorder,Intensive outpatient/Partial hospitalization,891,3.5,
Nebraska,2018,201812,Mental health disorder,Outpatient,42858,168.7,
Nebraska,2018,201812,Substance use disorder,Outpatient,908,3.6,
Nebraska,2018,201812,Mental health disorder,Telehealth,144,0.6,
Nebraska,2018,201812,Substance use disorder,Telehealth,DS,DS,
Nebraska,2019,201901,Mental health disorder,Emergency department,1389,5.5,
Nebraska,2019,201901,Substance use disorder,Emergency department,887,3.5,
Nebraska,2019,201901,Mental health disorder,Inpatient,50,0.2,
Nebraska,2019,201901,Substance use disorder,Inpatient,40,0.2,
Nebraska,2019,201901,Mental health disorder,Intensive outpatient/Partial hospitalization,622,2.4,
Nebraska,2019,201901,Substance use disorder,Intensive outpatient/Partial hospitalization,1094,4.3,
Nebraska,2019,201901,Mental health disorder,Outpatient,52469,206.6,
Nebraska,2019,201901,Substance use disorder,Outpatient,1136,4.5,
Nebraska,2019,201901,Mental health disorder,Telehealth,197,0.8,
Nebraska,2019,201901,Substance use disorder,Telehealth,DS,DS,
Nebraska,2019,201902,Mental health disorder,Emergency department,1304,5.1,
Nebraska,2019,201902,Substance use disorder,Emergency department,791,3.1,
Nebraska,2019,201902,Mental health disorder,Inpatient,372,1.5,
Nebraska,2019,201902,Substance use disorder,Inpatient,246,1.0,
Nebraska,2019,201902,Mental health disorder,Intensive outpatient/Partial hospitalization,599,2.4,
Nebraska,2019,201902,Substance use disorder,Intensive outpatient/Partial hospitalization,937,3.7,
Nebraska,2019,201902,Mental health disorder,Outpatient,47639,187.0,
Nebraska,2019,201902,Substance use disorder,Outpatient,987,3.9,
Nebraska,2019,201902,Mental health disorder,Telehealth,186,0.7,
Nebraska,2019,201902,Substance use disorder,Telehealth,DS,DS,
Nebraska,2019,201903,Mental health disorder,Emergency department,1484,5.8,
Nebraska,2019,201903,Substance use disorder,Emergency department,945,3.7,
Nebraska,2019,201903,Mental health disorder,Inpatient,649,2.5,
Nebraska,2019,201903,Substance use disorder,Inpatient,343,1.3,
Nebraska,2019,201903,Mental health disorder,Intensive outpatient/Partial hospitalization,754,3.0,
Nebraska,2019,201903,Substance use disorder,Intensive outpatient/Partial hospitalization,1008,3.9,
Nebraska,2019,201903,Mental health disorder,Outpatient,50971,199.5,
Nebraska,2019,201903,Substance use disorder,Outpatient,1077,4.2,
Nebraska,2019,201903,Mental health disorder,Telehealth,186,0.7,
Nebraska,2019,201903,Substance use disorder,Telehealth,21,0.1,
Nebraska,2019,201904,Mental health disorder,Emergency department,1561,6.1,
Nebraska,2019,201904,Substance use disorder,Emergency department,992,3.9,
Nebraska,2019,201904,Mental health disorder,Inpatient,576,2.3,
Nebraska,2019,201904,Substance use disorder,Inpatient,314,1.2,
Nebraska,2019,201904,Mental health disorder,Intensive outpatient/Partial hospitalization,826,3.2,
Nebraska,2019,201904,Substance use disorder,Intensive outpatient/Partial hospitalization,1096,4.3,
Nebraska,2019,201904,Mental health disorder,Outpatient,56147,220.9,
Nebraska,2019,201904,Substance use disorder,Outpatient,1287,5.1,
Nebraska,2019,201904,Mental health disorder,Telehealth,212,0.8,
Nebraska,2019,201904,Substance use disorder,Telehealth,DS,DS,
Nebraska,2019,201905,Mental health disorder,Emergency department,1520,6.0,
Nebraska,2019,201905,Substance use disorder,Emergency department,1029,4.1,
Nebraska,2019,201905,Mental health disorder,Inpatient,778,3.1,
Nebraska,2019,201905,Substance use disorder,Inpatient,481,1.9,
Nebraska,2019,201905,Mental health disorder,Intensive outpatient/Partial hospitalization,671,2.6,
Nebraska,2019,201905,Substance use disorder,Intensive outpatient/Partial hospitalization,1043,4.1,
Nebraska,2019,201905,Mental health disorder,Outpatient,53990,213.1,
Nebraska,2019,201905,Substance use disorder,Outpatient,1220,4.8,
Nebraska,2019,201905,Mental health disorder,Telehealth,208,0.8,
Nebraska,2019,201905,Substance use disorder,Telehealth,15,0.1,
Nebraska,2019,201906,Mental health disorder,Emergency department,1342,5.3,
Nebraska,2019,201906,Substance use disorder,Emergency department,1029,4.1,
Nebraska,2019,201906,Mental health disorder,Inpatient,507,2.0,
Nebraska,2019,201906,Substance use disorder,Inpatient,322,1.3,
Nebraska,2019,201906,Mental health disorder,Intensive outpatient/Partial hospitalization,672,2.7,
Nebraska,2019,201906,Substance use disorder,Intensive outpatient/Partial hospitalization,907,3.6,
Nebraska,2019,201906,Mental health disorder,Outpatient,46788,185.0,
Nebraska,2019,201906,Substance use disorder,Outpatient,1063,4.2,
Nebraska,2019,201906,Mental health disorder,Telehealth,216,0.9,
Nebraska,2019,201906,Substance use disorder,Telehealth,18,0.1,
Nebraska,2019,201907,Mental health disorder,Emergency department,1389,5.5,
Nebraska,2019,201907,Substance use disorder,Emergency department,1081,4.3,
Nebraska,2019,201907,Mental health disorder,Inpatient,609,2.4,
Nebraska,2019,201907,Substance use disorder,Inpatient,354,1.4,
Nebraska,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,763,3.0,
Nebraska,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,1080,4.3,
Nebraska,2019,201907,Mental health disorder,Outpatient,49809,196.4,
Nebraska,2019,201907,Substance use disorder,Outpatient,1045,4.1,
Nebraska,2019,201907,Mental health disorder,Telehealth,242,1.0,
Nebraska,2019,201907,Substance use disorder,Telehealth,22,0.1,
Nebraska,2019,201908,Mental health disorder,Emergency department,1575,6.2,
Nebraska,2019,201908,Substance use disorder,Emergency department,1111,4.4,
Nebraska,2019,201908,Mental health disorder,Inpatient,986,3.9,
Nebraska,2019,201908,Substance use disorder,Inpatient,610,2.4,
Nebraska,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,778,3.1,
Nebraska,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,1149,4.5,
Nebraska,2019,201908,Mental health disorder,Outpatient,50651,199.0,
Nebraska,2019,201908,Substance use disorder,Outpatient,1110,4.4,
Nebraska,2019,201908,Mental health disorder,Telehealth,217,0.9,
Nebraska,2019,201908,Substance use disorder,Telehealth,DS,DS,
Nebraska,2019,201909,Mental health disorder,Emergency department,1614,6.3,
Nebraska,2019,201909,Substance use disorder,Emergency department,1106,4.3,
Nebraska,2019,201909,Mental health disorder,Inpatient,692,2.7,
Nebraska,2019,201909,Substance use disorder,Inpatient,446,1.8,
Nebraska,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,649,2.6,
Nebraska,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,980,3.9,
Nebraska,2019,201909,Mental health disorder,Outpatient,48820,191.9,
Nebraska,2019,201909,Substance use disorder,Outpatient,1023,4.0,
Nebraska,2019,201909,Mental health disorder,Telehealth,242,1.0,
Nebraska,2019,201909,Substance use disorder,Telehealth,11,0.0,
Nebraska,2019,201910,Mental health disorder,Emergency department,1508,5.9,
Nebraska,2019,201910,Substance use disorder,Emergency department,984,3.9,
Nebraska,2019,201910,Mental health disorder,Inpatient,833,3.3,
Nebraska,2019,201910,Substance use disorder,Inpatient,434,1.7,
Nebraska,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,744,2.9,
Nebraska,2019,201910,Substance use disorder,Intensive outpatient/Partial hospitalization,1077,4.2,
Nebraska,2019,201910,Mental health disorder,Outpatient,54928,216.2,
Nebraska,2019,201910,Substance use disorder,Outpatient,1151,4.5,
Nebraska,2019,201910,Mental health disorder,Telehealth,238,0.9,
Nebraska,2019,201910,Substance use disorder,Telehealth,14,0.1,
Nebraska,2019,201911,Mental health disorder,Emergency department,1344,5.3,
Nebraska,2019,201911,Substance use disorder,Emergency department,922,3.6,
Nebraska,2019,201911,Mental health disorder,Inpatient,908,3.6,
Nebraska,2019,201911,Substance use disorder,Inpatient,552,2.2,
Nebraska,2019,201911,Mental health disorder,Intensive outpatient/Partial hospitalization,589,2.3,
Nebraska,2019,201911,Substance use disorder,Intensive outpatient/Partial hospitalization,798,3.1,
Nebraska,2019,201911,Mental health disorder,Outpatient,46183,181.6,
Nebraska,2019,201911,Substance use disorder,Outpatient,874,3.4,
Nebraska,2019,201911,Mental health disorder,Telehealth,178,0.7,
Nebraska,2019,201911,Substance use disorder,Telehealth,DS,DS,
Nebraska,2019,201912,Mental health disorder,Emergency department,1240,4.9,
Nebraska,2019,201912,Substance use disorder,Emergency department,1094,4.3,
Nebraska,2019,201912,Mental health disorder,Inpatient,1074,4.2,
Nebraska,2019,201912,Substance use disorder,Inpatient,630,2.5,
Nebraska,2019,201912,Mental health disorder,Intensive outpatient/Partial hospitalization,717,2.8,
Nebraska,2019,201912,Substance use disorder,Intensive outpatient/Partial hospitalization,857,3.4,
Nebraska,2019,201912,Mental health disorder,Outpatient,44307,174.1,
Nebraska,2019,201912,Substance use disorder,Outpatient,816,3.2,
Nebraska,2019,201912,Mental health disorder,Telehealth,190,0.7,
Nebraska,2019,201912,Substance use disorder,Telehealth,14,0.1,
Nebraska,2020,202001,Mental health disorder,Emergency department,1433,5.6,
Nebraska,2020,202001,Substance use disorder,Emergency department,1045,4.1,
Nebraska,2020,202001,Mental health disorder,Inpatient,242,1.0,
Nebraska,2020,202001,Substance use disorder,Inpatient,211,0.8,
Nebraska,2020,202001,Mental health disorder,Intensive outpatient/Partial hospitalization,645,2.5,
Nebraska,2020,202001,Substance use disorder,Intensive outpatient/Partial hospitalization,1049,4.1,
Nebraska,2020,202001,Mental health disorder,Outpatient,52911,207.9,
Nebraska,2020,202001,Substance use disorder,Outpatient,1076,4.2,
Nebraska,2020,202001,Mental health disorder,Telehealth,277,1.1,
Nebraska,2020,202001,Substance use disorder,Telehealth,13,0.1,
Nebraska,2020,202002,Mental health disorder,Emergency department,1399,5.5,
Nebraska,2020,202002,Substance use disorder,Emergency department,928,3.6,
Nebraska,2020,202002,Mental health disorder,Inpatient,556,2.2,
Nebraska,2020,202002,Substance use disorder,Inpatient,396,1.6,
Nebraska,2020,202002,Mental health disorder,Intensive outpatient/Partial hospitalization,501,2.0,
Nebraska,2020,202002,Substance use disorder,Intensive outpatient/Partial hospitalization,910,3.6,
Nebraska,2020,202002,Mental health disorder,Outpatient,51390,201.8,
Nebraska,2020,202002,Substance use disorder,Outpatient,1051,4.1,
Nebraska,2020,202002,Mental health disorder,Telehealth,320,1.3,
Nebraska,2020,202002,Substance use disorder,Telehealth,DS,DS,
Nebraska,2020,202003,Mental health disorder,Emergency department,1283,5.0,
Nebraska,2020,202003,Substance use disorder,Emergency department,963,3.8,
Nebraska,2020,202003,Mental health disorder,Inpatient,947,3.7,
Nebraska,2020,202003,Substance use disorder,Inpatient,569,2.2,
Nebraska,2020,202003,Mental health disorder,Intensive outpatient/Partial hospitalization,508,2.0,
Nebraska,2020,202003,Substance use disorder,Intensive outpatient/Partial hospitalization,882,3.5,
Nebraska,2020,202003,Mental health disorder,Outpatient,39873,156.8,
Nebraska,2020,202003,Substance use disorder,Outpatient,887,3.5,
Nebraska,2020,202003,Mental health disorder,Telehealth,7077,27.8,
Nebraska,2020,202003,Substance use disorder,Telehealth,200,0.8,
Nebraska,2020,202004,Mental health disorder,Emergency department,878,3.4,
Nebraska,2020,202004,Substance use disorder,Emergency department,698,2.7,
Nebraska,2020,202004,Mental health disorder,Inpatient,1112,4.3,
Nebraska,2020,202004,Substance use disorder,Inpatient,693,2.7,
Nebraska,2020,202004,Mental health disorder,Intensive outpatient/Partial hospitalization,179,0.7,
Nebraska,2020,202004,Substance use disorder,Intensive outpatient/Partial hospitalization,483,1.9,
Nebraska,2020,202004,Mental health disorder,Outpatient,17620,68.8,
Nebraska,2020,202004,Substance use disorder,Outpatient,532,2.1,
Nebraska,2020,202004,Mental health disorder,Telehealth,25128,98.0,
Nebraska,2020,202004,Substance use disorder,Telehealth,823,3.2,
Nebraska,2020,202005,Mental health disorder,Emergency department,1166,4.5,
Nebraska,2020,202005,Substance use disorder,Emergency department,917,3.5,
Nebraska,2020,202005,Mental health disorder,Inpatient,1476,5.7,
Nebraska,2020,202005,Substance use disorder,Inpatient,1114,4.3,
Nebraska,2020,202005,Mental health disorder,Intensive outpatient/Partial hospitalization,226,0.9,
Nebraska,2020,202005,Substance use disorder,Intensive outpatient/Partial hospitalization,455,1.8,
Nebraska,2020,202005,Mental health disorder,Outpatient,17498,67.4,
Nebraska,2020,202005,Substance use disorder,Outpatient,377,1.5,
Nebraska,2020,202005,Mental health disorder,Telehealth,22310,85.9,
Nebraska,2020,202005,Substance use disorder,Telehealth,944,3.6,
Nebraska,2020,202006,Mental health disorder,Emergency department,1147,4.4,
Nebraska,2020,202006,Substance use disorder,Emergency department,988,3.8,
Nebraska,2020,202006,Mental health disorder,Inpatient,917,3.5,
Nebraska,2020,202006,Substance use disorder,Inpatient,860,3.3,
Nebraska,2020,202006,Mental health disorder,Intensive outpatient/Partial hospitalization,242,0.9,
Nebraska,2020,202006,Substance use disorder,Intensive outpatient/Partial hospitalization,633,2.4,
Nebraska,2020,202006,Mental health disorder,Outpatient,23984,91.1,
Nebraska,2020,202006,Substance use disorder,Outpatient,540,2.1,
Nebraska,2020,202006,Mental health disorder,Telehealth,20007,76.0,
Nebraska,2020,202006,Substance use disorder,Telehealth,1005,3.8,
Nebraska,2020,202007,Mental health disorder,Emergency department,1355,5.1,
Nebraska,2020,202007,Substance use disorder,Emergency department,1100,4.1,
Nebraska,2020,202007,Mental health disorder,Inpatient,813,3.0,
Nebraska,2020,202007,Substance use disorder,Inpatient,736,2.8,
Nebraska,2020,202007,Mental health disorder,Intensive outpatient/Partial hospitalization,204,0.8,
Nebraska,2020,202007,Substance use disorder,Intensive outpatient/Partial hospitalization,836,3.1,
Nebraska,2020,202007,Mental health disorder,Outpatient,27430,102.6,
Nebraska,2020,202007,Substance use disorder,Outpatient,524,2.0,
Nebraska,2020,202007,Mental health disorder,Telehealth,15957,59.7,
Nebraska,2020,202007,Substance use disorder,Telehealth,1082,4.0,
Nebraska,2020,202008,Mental health disorder,Emergency department,1501,5.5,
Nebraska,2020,202008,Substance use disorder,Emergency department,1223,4.5,
Nebraska,2020,202008,Mental health disorder,Inpatient,894,3.3,
Nebraska,2020,202008,Substance use disorder,Inpatient,794,2.9,
Nebraska,2020,202008,Mental health disorder,Intensive outpatient/Partial hospitalization,201,0.7,
Nebraska,2020,202008,Substance use disorder,Intensive outpatient/Partial hospitalization,931,3.4,
Nebraska,2020,202008,Mental health disorder,Outpatient,28816,106.1,
Nebraska,2020,202008,Substance use disorder,Outpatient,576,2.1,
Nebraska,2020,202008,Mental health disorder,Telehealth,14327,52.8,
Nebraska,2020,202008,Substance use disorder,Telehealth,977,3.6,
Nebraska,2020,202009,Mental health disorder,Emergency department,1436,5.2,
Nebraska,2020,202009,Substance use disorder,Emergency department,1146,4.2,
Nebraska,2020,202009,Mental health disorder,Inpatient,881,3.2,
Nebraska,2020,202009,Substance use disorder,Inpatient,718,2.6,
Nebraska,2020,202009,Mental health disorder,Intensive outpatient/Partial hospitalization,163,0.6,
Nebraska,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,1051,3.8,
Nebraska,2020,202009,Mental health disorder,Outpatient,32101,116.9,
Nebraska,2020,202009,Substance use disorder,Outpatient,650,2.4,
Nebraska,2020,202009,Mental health disorder,Telehealth,14331,52.2,
Nebraska,2020,202009,Substance use disorder,Telehealth,990,3.6,
Nebraska,2020,202010,Mental health disorder,Emergency department,1956,6.6,
Nebraska,2020,202010,Substance use disorder,Emergency department,1889,6.4,
Nebraska,2020,202010,Mental health disorder,Inpatient,867,2.9,
Nebraska,2020,202010,Substance use disorder,Inpatient,880,3.0,
Nebraska,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,240,0.8,
Nebraska,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,2001,6.8,
Nebraska,2020,202010,Mental health disorder,Outpatient,34093,115.9,
Nebraska,2020,202010,Substance use disorder,Outpatient,951,3.2,
Nebraska,2020,202010,Mental health disorder,Telehealth,14955,50.8,
Nebraska,2020,202010,Substance use disorder,Telehealth,1284,4.4,
Nebraska,2020,202011,Mental health disorder,Emergency department,2058,6.8,
Nebraska,2020,202011,Substance use disorder,Emergency department,2073,6.8,
Nebraska,2020,202011,Mental health disorder,Inpatient,671,2.2,
Nebraska,2020,202011,Substance use disorder,Inpatient,750,2.5,
Nebraska,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,334,1.1,
Nebraska,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,1863,6.1,
Nebraska,2020,202011,Mental health disorder,Outpatient,29132,96.1,
Nebraska,2020,202011,Substance use disorder,Outpatient,851,2.8,
Nebraska,2020,202011,Mental health disorder,Telehealth,15341,50.6,
Nebraska,2020,202011,Substance use disorder,Telehealth,1507,5.0,
Nebraska,2020,202012,Mental health disorder,Emergency department,1927,6.2,
Nebraska,2020,202012,Substance use disorder,Emergency department,2057,6.6,
Nebraska,2020,202012,Mental health disorder,Inpatient,526,1.7,
Nebraska,2020,202012,Substance use disorder,Inpatient,651,2.1,
Nebraska,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,446,1.4,
Nebraska,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,2067,6.6,
